cart_id,customer_id,customer_name,customer_email,customer_phone,customer_segment,customer_tone,device,geo,cart_value,num_items,products,time_since_abandonment_hours,previous_purchases,price_sensitivity,intent_score,abandonment_reason,cart_adds_last_month,all_items_in_stock,abandonment_timestamp
CART5493,CUST1493,Customer 494,cust1493@example.com,+919580907314,new,casual,mobile,UK,312.85,2,"[{""product_id"": ""PROD6930"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 78.67, ""quantity"": 1}, {""product_id"": ""PROD6931"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 234.18, ""quantity"": 1}]",48,0,0.51,0.64,payment_failure,15,True,2025-11-07T21:14:41.606741
CART5494,CUST1494,Customer 495,cust1494@example.com,+918333103372,returning,professional,desktop,UK,2701.34,5,"[{""product_id"": ""PROD6940"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 122.3, ""quantity"": 2}, {""product_id"": ""PROD6941"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 187.05, ""quantity"": 3}, {""product_id"": ""PROD6942"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 235.59, ""quantity"": 3}, {""product_id"": ""PROD6943"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 5.16, ""quantity"": 1}, {""product_id"": ""PROD6944"", ""product_name"": ""Electronics Item 5"", ""category"": ""Electronics"", ""price"": 591.83, ""quantity"": 2}]",32,4,0.7,0.78,site_crash,18,True,2025-11-08T13:14:41.606984
CART5495,CUST1495,Customer 496,cust1495@example.com,+919021680963,new,professional,mobile,UK,1130.48,5,"[{""product_id"": ""PROD6950"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 88.36, ""quantity"": 1}, {""product_id"": ""PROD6951"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 276.57, ""quantity"": 3}, {""product_id"": ""PROD6952"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 66.21, ""quantity"": 2}, {""product_id"": ""PROD6953"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 46.55, ""quantity"": 1}, {""product_id"": ""PROD6954"", ""product_name"": ""Fashion Item 5"", ""category"": ""Fashion"", ""price"": 33.44, ""quantity"": 1}]",40,0,0.13,0.5,long_checkout_process,12,True,2025-11-08T05:14:41.607224
CART5496,CUST1496,Customer 497,cust1496@example.com,+917299301222,returning,enthusiastic,mobile,NZ,1368.97,4,"[{""product_id"": ""PROD6960"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 254.31, ""quantity"": 3}, {""product_id"": ""PROD6961"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 33.97, ""quantity"": 2}, {""product_id"": ""PROD6962"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 48.8, ""quantity"": 2}, {""product_id"": ""PROD6963"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 220.25, ""quantity"": 2}]",56,14,0.14,0.67,payment_failure,13,True,2025-11-07T13:14:41.607457
CART5497,CUST1497,Customer 498,cust1497@example.com,+918627135980,new,enthusiastic,mobile,UK,1163.72,3,"[{""product_id"": ""PROD6970"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 64.44, ""quantity"": 1}, {""product_id"": ""PROD6971"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 107.4, ""quantity"": 3}, {""product_id"": ""PROD6972"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 388.54, ""quantity"": 2}]",36,0,0.07,0.41,long_checkout_process,12,True,2025-11-08T09:14:41.607654
CART5498,CUST1498,Customer 499,cust1498@example.com,+919466467857,vip,professional,mobile,IN,744.56,5,"[{""product_id"": ""PROD6980"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 53.67, ""quantity"": 2}, {""product_id"": ""PROD6981"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 40.12, ""quantity"": 2}, {""product_id"": ""PROD6982"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 39.76, ""quantity"": 3}, {""product_id"": ""PROD6983"", ""product_name"": ""Home Item 4"", ""category"": ""Home"", ""price"": 167.31, ""quantity"": 2}, {""product_id"": ""PROD6984"", ""product_name"": ""Home Item 5"", ""category"": ""Home"", ""price"": 103.08, ""quantity"": 1}]",58,1,0.95,0.86,comparison_shopping,12,True,2025-11-07T11:14:41.607899
CART5499,CUST1499,Customer 500,cust1499@example.com,+918808806886,new,casual,desktop,NZ,29.91,1,"[{""product_id"": ""PROD6990"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 29.91, ""quantity"": 1}]",53,0,0.13,0.84,site_crash,8,True,2025-11-07T16:14:41.608050
CART5500,CUST1500,Customer 501,cust1500@example.com,+918271782991,returning,professional,mobile,IN,1511.66,5,"[{""product_id"": ""PROD7000"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 122.16, ""quantity"": 3}, {""product_id"": ""PROD7001"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 75.87, ""quantity"": 3}, {""product_id"": ""PROD7002"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 716.36, ""quantity"": 1}, {""product_id"": ""PROD7003"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 126.81, ""quantity"": 1}, {""product_id"": ""PROD7004"", ""product_name"": ""Home Item 5"", ""category"": ""Home"", ""price"": 37.2, ""quantity"": 2}]",33,14,0.05,0.74,distracted,2,True,2025-11-08T12:14:41.608290
CART5501,CUST1501,Customer 502,cust1501@example.com,+916033599984,returning,enthusiastic,desktop,UK,205.02,1,"[{""product_id"": ""PROD7010"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 68.34, ""quantity"": 3}]",41,4,0.47,0.62,high_shipping_cost,16,True,2025-11-08T04:14:41.608454
CART5502,CUST1502,Customer 503,cust1502@example.com,+918868450609,returning,casual,desktop,NZ,211.23,1,"[{""product_id"": ""PROD7020"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 70.41, ""quantity"": 3}]",51,0,0.48,0.71,high_shipping_cost,15,True,2025-11-07T18:14:41.608614
CART5503,CUST1503,Customer 504,cust1503@example.com,+919509435546,returning,professional,mobile,US,266.39,3,"[{""product_id"": ""PROD7030"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 169.03, ""quantity"": 1}, {""product_id"": ""PROD7031"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 48.0, ""quantity"": 1}, {""product_id"": ""PROD7032"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 24.68, ""quantity"": 2}]",44,11,0.33,0.66,comparison_shopping,14,True,2025-11-08T01:14:41.608812
CART5504,CUST1504,Customer 505,cust1504@example.com,+918381998678,new,enthusiastic,desktop,US,557.91,1,"[{""product_id"": ""PROD7040"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 185.97, ""quantity"": 3}]",24,0,0.81,0.52,price_too_high,10,True,2025-11-08T21:14:41.608962
CART5505,CUST1505,Customer 506,cust1505@example.com,+917285821930,returning,professional,mobile,NZ,951.65,5,"[{""product_id"": ""PROD7050"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 49.93, ""quantity"": 2}, {""product_id"": ""PROD7051"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 151.09, ""quantity"": 3}, {""product_id"": ""PROD7052"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 34.52, ""quantity"": 3}, {""product_id"": ""PROD7053"", ""product_name"": ""Home Item 4"", ""category"": ""Home"", ""price"": 66.05, ""quantity"": 3}, {""product_id"": ""PROD7054"", ""product_name"": ""Beauty Item 5"", ""category"": ""Beauty"", ""price"": 32.27, ""quantity"": 3}]",41,2,0.38,0.58,site_crash,15,True,2025-11-08T04:14:41.609210
CART5506,CUST1506,Customer 507,cust1506@example.com,+918849232839,returning,enthusiastic,desktop,IN,298.98,1,"[{""product_id"": ""PROD7060"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 99.66, ""quantity"": 3}]",53,7,0.27,0.6,site_crash,14,True,2025-11-07T16:14:41.609368
CART5507,CUST1507,Customer 508,cust1507@example.com,+916444900634,new,enthusiastic,desktop,US,1748.75,3,"[{""product_id"": ""PROD7070"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 44.89, ""quantity"": 1}, {""product_id"": ""PROD7071"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 43.36, ""quantity"": 2}, {""product_id"": ""PROD7072"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 808.57, ""quantity"": 2}]",65,0,0.79,0.7,high_shipping_cost,19,True,2025-11-07T04:14:41.609580
CART5508,CUST1508,Customer 509,cust1508@example.com,+919771526597,vip,enthusiastic,desktop,US,1157.46,1,"[{""product_id"": ""PROD7080"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 385.82, ""quantity"": 3}]",40,0,0.53,0.68,long_checkout_process,7,True,2025-11-08T05:14:41.609737
CART5509,CUST1509,Customer 510,cust1509@example.com,+916576775951,returning,enthusiastic,mobile,IN,521.79,4,"[{""product_id"": ""PROD7090"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 27.25, ""quantity"": 1}, {""product_id"": ""PROD7091"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 220.33, ""quantity"": 2}, {""product_id"": ""PROD7092"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 27.75, ""quantity"": 1}, {""product_id"": ""PROD7093"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 26.13, ""quantity"": 1}]",9,7,0.93,0.73,site_crash,5,True,2025-11-09T12:14:41.609962
CART5510,CUST1510,Customer 511,cust1510@example.com,+917135872495,returning,professional,desktop,NZ,912.39,4,"[{""product_id"": ""PROD7100"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 75.64, ""quantity"": 1}, {""product_id"": ""PROD7101"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 350.3, ""quantity"": 1}, {""product_id"": ""PROD7102"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 33.32, ""quantity"": 1}, {""product_id"": ""PROD7103"", ""product_name"": ""Electronics Item 4"", ""category"": ""Electronics"", ""price"": 453.13, ""quantity"": 1}]",3,11,0.55,0.67,payment_failure,6,True,2025-11-09T18:14:41.610189
CART5511,CUST1511,Customer 512,cust1511@example.com,+916495762348,returning,professional,tablet,IN,3370.45,5,"[{""product_id"": ""PROD7110"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 205.95, ""quantity"": 3}, {""product_id"": ""PROD7111"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 26.29, ""quantity"": 1}, {""product_id"": ""PROD7112"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 735.05, ""quantity"": 3}, {""product_id"": ""PROD7113"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 34.95, ""quantity"": 1}, {""product_id"": ""PROD7114"", ""product_name"": ""Home Item 5"", ""category"": ""Home"", ""price"": 162.07, ""quantity"": 3}]",37,5,0.11,0.59,high_shipping_cost,4,True,2025-11-08T08:14:41.610436
CART5512,CUST1512,Customer 513,cust1512@example.com,+919821286999,returning,casual,desktop,IN,1175.03,3,"[{""product_id"": ""PROD7120"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 665.95, ""quantity"": 1}, {""product_id"": ""PROD7121"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 436.96, ""quantity"": 1}, {""product_id"": ""PROD7122"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 36.06, ""quantity"": 2}]",24,3,0.67,0.78,comparison_shopping,8,True,2025-11-08T21:14:41.610636
CART5513,CUST1513,Customer 514,cust1513@example.com,+916459716009,returning,enthusiastic,mobile,NZ,575.07,5,"[{""product_id"": ""PROD7130"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 77.86, ""quantity"": 1}, {""product_id"": ""PROD7131"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 159.05, ""quantity"": 1}, {""product_id"": ""PROD7132"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 87.65, ""quantity"": 2}, {""product_id"": ""PROD7133"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 49.41, ""quantity"": 2}, {""product_id"": ""PROD7134"", ""product_name"": ""Beauty Item 5"", ""category"": ""Beauty"", ""price"": 64.04, ""quantity"": 1}]",53,3,0.9,0.69,site_crash,11,True,2025-11-07T16:14:41.610884
CART5514,CUST1514,Customer 515,cust1514@example.com,+919188655387,new,casual,mobile,US,75.04,1,"[{""product_id"": ""PROD7140"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 37.52, ""quantity"": 2}]",4,0,0.2,0.47,payment_failure,6,True,2025-11-09T17:14:41.611038
CART5515,CUST1515,Customer 516,cust1515@example.com,+918376077463,new,casual,mobile,NZ,145.4,2,"[{""product_id"": ""PROD7150"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 119.89, ""quantity"": 1}, {""product_id"": ""PROD7151"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 25.51, ""quantity"": 1}]",17,0,0.47,0.82,high_shipping_cost,9,True,2025-11-09T04:14:41.611212
CART5516,CUST1516,Customer 517,cust1516@example.com,+916667643690,returning,enthusiastic,mobile,UK,3555.51,4,"[{""product_id"": ""PROD7160"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 302.62, ""quantity"": 3}, {""product_id"": ""PROD7161"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 173.0, ""quantity"": 1}, {""product_id"": ""PROD7162"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 768.47, ""quantity"": 3}, {""product_id"": ""PROD7163"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 84.62, ""quantity"": 2}]",23,13,0.15,0.57,price_too_high,15,True,2025-11-08T22:14:41.611442
CART5517,CUST1517,Customer 518,cust1517@example.com,+917169726681,returning,professional,desktop,US,1077.09,5,"[{""product_id"": ""PROD7170"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 397.44, ""quantity"": 2}, {""product_id"": ""PROD7171"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 92.92, ""quantity"": 2}, {""product_id"": ""PROD7172"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 63.13, ""quantity"": 1}, {""product_id"": ""PROD7173"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 10.64, ""quantity"": 1}, {""product_id"": ""PROD7174"", ""product_name"": ""Beauty Item 5"", ""category"": ""Beauty"", ""price"": 22.6, ""quantity"": 1}]",3,2,0.64,0.8,long_checkout_process,7,True,2025-11-09T18:14:41.611698
CART5518,CUST1518,Customer 519,cust1518@example.com,+917210133979,returning,professional,mobile,IN,2886.64,5,"[{""product_id"": ""PROD7180"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 33.35, ""quantity"": 3}, {""product_id"": ""PROD7181"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 153.4, ""quantity"": 3}, {""product_id"": ""PROD7182"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 193.15, ""quantity"": 3}, {""product_id"": ""PROD7183"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 181.8, ""quantity"": 1}, {""product_id"": ""PROD7184"", ""product_name"": ""Electronics Item 5"", ""category"": ""Electronics"", ""price"": 782.57, ""quantity"": 2}]",37,6,0.59,0.54,long_checkout_process,11,True,2025-11-08T08:14:41.611943
CART5519,CUST1519,Customer 520,cust1519@example.com,+918597724331,vip,professional,mobile,IN,503.79,5,"[{""product_id"": ""PROD7190"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 47.6, ""quantity"": 3}, {""product_id"": ""PROD7191"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 40.25, ""quantity"": 1}, {""product_id"": ""PROD7192"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 76.38, ""quantity"": 2}, {""product_id"": ""PROD7193"", ""product_name"": ""Home Item 4"", ""category"": ""Home"", ""price"": 39.62, ""quantity"": 3}, {""product_id"": ""PROD7194"", ""product_name"": ""Books Item 5"", ""category"": ""Books"", ""price"": 24.56, ""quantity"": 2}]",29,14,0.65,0.32,comparison_shopping,10,True,2025-11-08T16:14:41.612192
CART5520,CUST1520,Customer 521,cust1520@example.com,+916904647469,returning,enthusiastic,mobile,NZ,1029.19,2,"[{""product_id"": ""PROD7200"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 221.68, ""quantity"": 3}, {""product_id"": ""PROD7201"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 364.15, ""quantity"": 1}]",43,10,0.88,0.54,payment_failure,19,True,2025-11-08T02:14:41.612368
CART5521,CUST1521,Customer 522,cust1521@example.com,+919082120871,new,casual,desktop,IN,2567.05,4,"[{""product_id"": ""PROD7210"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 105.58, ""quantity"": 2}, {""product_id"": ""PROD7211"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 109.15, ""quantity"": 2}, {""product_id"": ""PROD7212"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 638.58, ""quantity"": 3}, {""product_id"": ""PROD7213"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 73.95, ""quantity"": 3}]",10,0,0.63,0.77,high_shipping_cost,12,True,2025-11-09T11:14:41.612590
CART5522,CUST1522,Customer 523,cust1522@example.com,+917472659626,returning,enthusiastic,desktop,US,2316.32,5,"[{""product_id"": ""PROD7220"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 85.79, ""quantity"": 2}, {""product_id"": ""PROD7221"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 128.28, ""quantity"": 3}, {""product_id"": ""PROD7222"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 130.05, ""quantity"": 3}, {""product_id"": ""PROD7223"", ""product_name"": ""Electronics Item 4"", ""category"": ""Electronics"", ""price"": 328.46, ""quantity"": 1}, {""product_id"": ""PROD7224"", ""product_name"": ""Electronics Item 5"", ""category"": ""Electronics"", ""price"": 1041.29, ""quantity"": 1}]",2,14,0.73,0.87,site_crash,12,True,2025-11-09T19:14:41.612887
CART5523,CUST1523,Customer 524,cust1523@example.com,+916874443787,returning,professional,mobile,IN,125.71,3,"[{""product_id"": ""PROD7230"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 52.77, ""quantity"": 1}, {""product_id"": ""PROD7231"", ""product_name"": ""Books Item 2"", ""category"": ""Books"", ""price"": 18.69, ""quantity"": 1}, {""product_id"": ""PROD7232"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 54.25, ""quantity"": 1}]",35,6,0.28,0.44,long_checkout_process,19,True,2025-11-08T10:14:41.613117
CART5524,CUST1524,Customer 525,cust1524@example.com,+918952777682,returning,enthusiastic,mobile,IN,1672.91,3,"[{""product_id"": ""PROD7240"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 117.23, ""quantity"": 2}, {""product_id"": ""PROD7241"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 456.21, ""quantity"": 3}, {""product_id"": ""PROD7242"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 34.91, ""quantity"": 2}]",63,8,0.42,0.74,price_too_high,11,True,2025-11-07T06:14:41.613355
CART5525,CUST1525,Customer 526,cust1525@example.com,+918724031273,returning,casual,mobile,IN,1027.23,1,"[{""product_id"": ""PROD7250"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 342.41, ""quantity"": 3}]",54,5,0.41,0.87,long_checkout_process,16,False,2025-11-07T15:14:41.613538
CART5526,CUST1526,Customer 527,cust1526@example.com,+919663232650,new,professional,mobile,UK,1085.75,4,"[{""product_id"": ""PROD7260"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 31.62, ""quantity"": 1}, {""product_id"": ""PROD7261"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 237.42, ""quantity"": 3}, {""product_id"": ""PROD7262"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 68.89, ""quantity"": 3}, {""product_id"": ""PROD7263"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 67.6, ""quantity"": 2}]",5,0,0.96,0.61,payment_failure,16,True,2025-11-09T16:14:41.613759
CART5527,CUST1527,Customer 528,cust1527@example.com,+917133802214,returning,professional,mobile,IN,663.04,5,"[{""product_id"": ""PROD7270"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 163.02, ""quantity"": 2}, {""product_id"": ""PROD7271"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 20.28, ""quantity"": 2}, {""product_id"": ""PROD7272"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 31.35, ""quantity"": 2}, {""product_id"": ""PROD7273"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 31.88, ""quantity"": 2}, {""product_id"": ""PROD7274"", ""product_name"": ""Beauty Item 5"", ""category"": ""Beauty"", ""price"": 56.66, ""quantity"": 3}]",71,10,0.04,0.67,high_shipping_cost,12,True,2025-11-06T22:14:41.614013
CART5528,CUST1528,Customer 529,cust1528@example.com,+918170715377,returning,enthusiastic,mobile,US,830.98,5,"[{""product_id"": ""PROD7280"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 15.55, ""quantity"": 3}, {""product_id"": ""PROD7281"", ""product_name"": ""Books Item 2"", ""category"": ""Books"", ""price"": 9.79, ""quantity"": 3}, {""product_id"": ""PROD7282"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 225.34, ""quantity"": 1}, {""product_id"": ""PROD7283"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 153.64, ""quantity"": 3}, {""product_id"": ""PROD7284"", ""product_name"": ""Books Item 5"", ""category"": ""Books"", ""price"": 22.9, ""quantity"": 3}]",64,6,0.29,0.78,long_checkout_process,17,True,2025-11-07T05:14:41.614262
CART5529,CUST1529,Customer 530,cust1529@example.com,+918098228320,new,professional,mobile,UK,552.28,4,"[{""product_id"": ""PROD7290"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 44.1, ""quantity"": 2}, {""product_id"": ""PROD7291"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 148.99, ""quantity"": 1}, {""product_id"": ""PROD7292"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 139.61, ""quantity"": 2}, {""product_id"": ""PROD7293"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 35.87, ""quantity"": 1}]",44,0,0.44,0.9,long_checkout_process,19,True,2025-11-08T01:14:41.614486
CART5530,CUST1530,Customer 531,cust1530@example.com,+917078557553,new,professional,mobile,UK,706.23,2,"[{""product_id"": ""PROD7300"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 26.55, ""quantity"": 2}, {""product_id"": ""PROD7301"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 217.71, ""quantity"": 3}]",3,0,0.45,0.72,payment_failure,3,True,2025-11-09T18:14:41.614664
CART5531,CUST1531,Customer 532,cust1531@example.com,+919888390599,new,professional,mobile,US,631.41,2,"[{""product_id"": ""PROD7310"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 71.53, ""quantity"": 3}, {""product_id"": ""PROD7311"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 138.94, ""quantity"": 3}]",13,0,0.82,0.86,high_shipping_cost,1,False,2025-11-09T08:14:41.614843
CART5532,CUST1532,Customer 533,cust1532@example.com,+919900513400,returning,professional,mobile,UK,1345.64,4,"[{""product_id"": ""PROD7320"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 579.88, ""quantity"": 2}, {""product_id"": ""PROD7321"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 42.7, ""quantity"": 3}, {""product_id"": ""PROD7322"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 19.8, ""quantity"": 1}, {""product_id"": ""PROD7323"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 37.98, ""quantity"": 1}]",55,11,0.37,0.85,comparison_shopping,4,True,2025-11-07T14:14:41.615067
CART5533,CUST1533,Customer 534,cust1533@example.com,+919633987776,returning,enthusiastic,desktop,IN,1744.59,4,"[{""product_id"": ""PROD7330"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 432.97, ""quantity"": 2}, {""product_id"": ""PROD7331"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 45.44, ""quantity"": 2}, {""product_id"": ""PROD7332"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 12.55, ""quantity"": 2}, {""product_id"": ""PROD7333"", ""product_name"": ""Electronics Item 4"", ""category"": ""Electronics"", ""price"": 762.67, ""quantity"": 1}]",13,2,0.11,0.82,comparison_shopping,5,True,2025-11-09T08:14:41.615291
CART5534,CUST1534,Customer 535,cust1534@example.com,+916218179599,returning,enthusiastic,mobile,US,39.3,1,"[{""product_id"": ""PROD7340"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 39.3, ""quantity"": 1}]",6,14,0.21,0.39,site_crash,8,True,2025-11-09T15:14:41.615452
CART5535,CUST1535,Customer 536,cust1535@example.com,+916396418889,returning,casual,mobile,US,909.58,4,"[{""product_id"": ""PROD7350"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 18.02, ""quantity"": 2}, {""product_id"": ""PROD7351"", ""product_name"": ""Books Item 2"", ""category"": ""Books"", ""price"": 33.35, ""quantity"": 1}, {""product_id"": ""PROD7352"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 241.01, ""quantity"": 3}, {""product_id"": ""PROD7353"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 117.16, ""quantity"": 1}]",62,12,0.17,0.76,price_too_high,5,True,2025-11-07T07:14:41.615682
CART5536,CUST1536,Customer 537,cust1536@example.com,+918724230947,new,professional,desktop,UK,346.06,2,"[{""product_id"": ""PROD7360"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 14.26, ""quantity"": 3}, {""product_id"": ""PROD7361"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 151.64, ""quantity"": 2}]",53,0,0.56,0.7,long_checkout_process,9,True,2025-11-07T16:14:41.615860
